rank,rank_sharpe,ma_window,entry_z,exit_z,zscore_valid_rows,sharpe_ratio,daily_return_count,daily_return_mean,daily_return_std,return_over_max_dd,sharpe_rank_eligible,trade_count,winning_trades,losing_trades,win_rate,gross_pnl_twd,net_pnl_twd,return_pct,max_drawdown_twd,max_drawdown_pct,profit_factor,avg_trade_pnl_twd,exposure_minutes,exposure_ratio,total_fee_twd,total_crossing_cost_twd,start,end,rank_net_pnl,rank_return_over_max_dd
49,49,1560,0.75,0.0,7151,4.47408774868739,23,0.0020226789022011783,0.007176665713270573,1.7889907418262547,True,21,17,4,0.8095238095238095,211305.99365660964,93966.9563734933,0.04698347818674659,-54254.10275623482,-0.02626256083292218,3.9810138897187834,4474.6169701663475,31333,0.831577271159001,117339.03728311633,91113.3832553033,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,25,45
50,50,780,1.5,0.25,7151,4.388956998042853,23,0.0015222041889123427,0.005505691302492255,1.5920734934325664,True,14,11,3,0.7857142857142857,149280.83090521704,70520.81656210638,0.03526040828105318,-45263.77429921017,-0.02214747524313749,4.541340486512272,5037.201183007599,24104,0.639719737784973,78760.01434311067,61066.55345773888,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,53,52
51,51,2500,1.5,0.5,7151,4.334894766335089,23,0.0016287268548941102,0.0059644440439490425,1.706997999315624,True,6,5,1,0.8333333333333334,109475.75495911822,75471.95315772221,0.03773597657886112,-45263.77429921017,-0.022106631990190015,17.30306030271579,12578.658859620367,22949,0.6090660580164017,34003.801801396,26298.283496377673,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,48,50
52,52,780,2.5,0.5,7151,4.245972929727735,23,0.0016351674389407029,0.006113434730256143,1.7337319891499197,True,9,8,1,0.8888888888888888,127202.36103464193,75738.25517076884,0.03786912758538441,-45263.77429921017,-0.021842549957189365,7.997743956788645,8415.361685640983,19438,0.5158841795164415,51464.105863873076,39945.445944685955,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,47,49
53,53,780,2.0,0.5,7151,4.214286682391151,23,0.001566330194285749,0.0059001019305220635,1.6445088431064043,True,11,10,1,0.9090909090909091,134592.37831787686,72518.371466451,0.03625918573322555,-45263.77429921017,-0.022048641383243372,7.5976602567483535,6592.579224222819,26220,0.6958783407202951,62074.006851425875,48117.544663647255,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,49,51
54,54,780,2.0,0.25,7151,4.204879316705073,23,0.0012893033591877979,0.0048674539210377355,1.3423869352837556,True,12,10,2,0.8333333333333334,127284.22077469964,59623.4176254115,0.029811708812705708,-45263.77429921017,-0.02220798491785386,3.9513193380014093,4968.618135450958,23971,0.6361899201146527,67660.80314928814,52456.09311708405,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,65,65
55,55,1560,1.0,-0.25,7151,4.044407757138129,23,0.0015289486062710343,0.006001201692562887,1.5161084742925082,True,20,15,5,0.75,182370.20227731648,70712.01376291063,0.03535600688145531,-47834.28837250313,-0.023320235643398923,3.4193951222110837,3535.6006881455314,25908,0.6875978661854083,111658.18851440586,86690.57538296003,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,52,55
56,56,3900,1.0,0.25,7151,4.0363427420273466,23,0.0019361088777307834,0.0076145108515444935,2.0383099478070776,True,8,7,1,0.875,135608.6216901986,89656.44519936942,0.044828222599684726,-45663.39971713419,-0.021992839041929474,20.367120784032558,11207.055649921178,32853,0.8719180445340906,45952.17649082918,35665.90613568246,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,32,35
57,57,780,0.75,0.25,7151,3.8449947417174952,23,0.00152628173511721,0.0063014316112222045,1.5873181618741408,True,28,17,11,0.6071428571428571,228861.92415152027,70504.13877793946,0.03525206938896969,-45263.77429921017,-0.02220857181357246,2.7665997378276046,2518.0049563549805,29765,0.7899625786246981,158357.78537358087,123043.09968287063,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,54,53
58,58,3900,1.5,0.25,7151,3.84027255497057,23,0.001810772032581765,0.007485175717085028,1.8871790507420225,True,6,5,1,0.8333333333333334,118011.71904162975,83696.04459356227,0.04184802229678119,-45663.39971713419,-0.02217490824748553,29.300021286114593,13949.340765593712,28343,0.7522227235330025,34315.67444806749,26577.682939522358,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,39,40
59,59,2500,1.5,0.0,7151,3.776662252794456,23,0.0013414550122884828,0.005638560379398982,1.3949651969433572,True,6,5,1,0.8333333333333334,95950.62197336178,61909.544327666954,0.03095477216383349,-45263.77429921017,-0.022190354448742865,14.37337901376862,10318.257387944492,18276,0.48504471987048486,34041.0776456948,26331.67805743004,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,61,62
